|micro_category|macro_category|human_strings
1403|Restaurants, Take away and Dining Out|Food & Dining|Seafood dinner by the beach
1404|Restaurants, Take away and Dining Out|Food & Dining|Quick lunch at the deli
1405|Restaurants, Take away and Dining Out|Food & Dining|Indian takeaway
1406|Restaurants, Take away and Dining Out|Food & Dining|Thai green curry from the restaurant
1407|Restaurants, Take away and Dining Out|Food & Dining|Family dinner at a steakhouse
1408|Restaurants, Take away and Dining Out|Food & Dining|Pizza and beer with friends
1409|Restaurants, Take away and Dining Out|Food & Dining|Burgers and fries for lunch
1410|Restaurants, Take away and Dining Out|Food & Dining|Chicken wings takeaway
1411|Restaurants, Take away and Dining Out|Food & Dining|Salads and wraps for a light lunch
1412|Restaurants, Take away and Dining Out|Food & Dining|Pasta and a glass of wine
1413|Restaurants, Take away and Dining Out|Food & Dining|Fine dining experience
1414|Restaurants, Take away and Dining Out|Food & Dining|Expensive sushi restaurant
1415|Restaurants, Take away and Dining Out|Food & Dining|Food from the market
1416|Restaurants, Take away and Dining Out|Food & Dining|Cheap and cheerful takeaway
1417|Restaurants, Take away and Dining Out|Food & Dining|Street food from the market
1418|Restaurants, Take away and Dining Out|Food & Dining|Sandwich and coffee
1419|Restaurants, Take away and Dining Out|Food & Dining|Lunch meeting at a restaurant
1420|Restaurants, Take away and Dining Out|Food & Dining|Dinner with clients at a fancy restaurant
1421|Restaurants, Take away and Dining Out|Food & Dining|Casual lunch with colleagues
1422|Restaurants, Take away and Dining Out|Food & Dining|Coffee to go
1423|Restaurants, Take away and Dining Out|Food & Dining|Afternoon tea at a hotel
1424|Restaurants, Take away and Dining Out|Food & Dining|Breakfast at a diner
1425|Restaurants, Take away and Dining Out|Food & Dining|Brunch at a cafe
1426|Restaurants, Take away and Dining Out|Food & Dining|Mexican takeaway
1427|Restaurants, Take away and Dining Out|Food & Dining|Tapas and sangria
1428|Restaurants, Take away and Dining Out|Food & Dining|Dinner party at home, ordered catering
1429|Restaurants, Take away and Dining Out|Food & Dining|Ordered groceries online and had them deliver
1430|Restaurants, Take away and Dining Out|Food & Dining|Dinner at a new restaurant
1431|Restaurants, Take away and Dining Out|Food & Dining|Tried that new ramen place
1432|Restaurants, Take away and Dining Out|Food & Dining|Steak and chips dinner
1433|Restaurants, Take away and Dining Out|Food & Dining|Lunch from the cafe near work
1434|Restaurants, Take away and Dining Out|Food & Dining|Cup of coffee and a muffin
1435|Restaurants, Take away and Dining Out|Food & Dining|Afternoon snack from the bakery
1436|Restaurants, Take away and Dining Out|Food & Dining|Dinner with family
1437|Restaurants, Take away and Dining Out|Food & Dining|Quick and easy meal at home
1438|Restaurants, Take away and Dining Out|Food & Dining|Home-cooked meal but bought ingredients
1439|Restaurants, Take away and Dining Out|Food & Dining|Leftovers for dinner
1440|Restaurants, Take away and Dining Out|Food & Dining|Ordered in a lot of groceries for the week
1441|Restaurants, Take away and Dining Out|Food & Dining|Lunch with friends
1442|Restaurants, Take away and Dining Out|Food & Dining|Fancy coffee
1443|Restaurants, Take away and Dining Out|Food & Dining|Drinks and appetizers at the bar
1444|Restaurants, Take away and Dining Out|Food & Dining|Dinner at a bistro
1445|Restaurants, Take away and Dining Out|Food & Dining|Ordered food through Uber Eats
1446|Restaurants, Take away and Dining Out|Food & Dining|Dinner at home but with takeout
1447|Restaurants, Take away and Dining Out|Food & Dining|Fast food drive thru
1448|Restaurants, Take away and Dining Out|Food & Dining|Breakfast sandwich from a cafe
1449|Restaurants, Take away and Dining Out|Food & Dining|Lunch at a food court
1450|Restaurants, Take away and Dining Out|Food & Dining|Delicious dinner out
1451|Restaurants, Take away and Dining Out|Food & Dining|Takeaway noodles
1452|Restaurants, Take away and Dining Out|Food & Dining|Sushi delivery
1453|Restaurants, Take away and Dining Out|Food & Dining|Quick lunch near work
1454|Restaurants, Take away and Dining Out|Food & Dining|Pasta from the grocery store
1455|Restaurants, Take away and Dining Out|Food & Dining|Dinner from a restaurant
1456|Restaurants, Take away and Dining Out|Food & Dining|Ordered food from DoorDash
1457|Restaurants, Take away and Dining Out|Food & Dining|Take-out from a local restaurant
1458|Restaurants, Take away and Dining Out|Food & Dining|Picnic lunch
1459|Restaurants, Take away and Dining Out|Food & Dining|Breakfast at home, but with some store bought items
1460|Restaurants, Take away and Dining Out|Food & Dining|Dinner party food
1461|Restaurants, Take away and Dining Out|Food & Dining|Ordered catering for a party
1462|Restaurants, Take away and Dining Out|Food & Dining|Lunch at a buffet
1463|Restaurants, Take away and Dining Out|Food & Dining|Quick bite at the airport
1464|Restaurants, Take away and Dining Out|Food & Dining|Ordered groceries online and made food at home
1465|Restaurants, Take away and Dining Out|Food & Dining|Tried that new burger joint
1466|Restaurants, Take away and Dining Out|Food & Dining|Pizza night in
1467|Restaurants, Take away and Dining Out|Food & Dining|Food from a local deli
1468|Restaurants, Take away and Dining Out|Food & Dining|Lunch from a sandwich shop
1469|Restaurants, Take away and Dining Out|Food & Dining|Dinner out with the family
1470|Restaurants, Take away and Dining Out|Food & Dining|Drinks at a pub
1471|Restaurants, Take away and Dining Out|Food & Dining|Coffee break at work
1472|Restaurants, Take away and Dining Out|Food & Dining|Takeaway sandwich
1473|Restaurants, Take away and Dining Out|Food & Dining|Afternoon tea at a cafe
1474|Restaurants, Take away and Dining Out|Food & Dining|Breakfast at a bakery
1475|Restaurants, Take away and Dining Out|Food & Dining|Dinner at a fancy restaurant with wine pairing
1476|Restaurants, Take away and Dining Out|Food & Dining|Quick and cheap lunch from a food truck
1477|Restaurants, Take away and Dining Out|Food & Dining|Late-night snacks from a convenience store
1478|Restaurants, Take away and Dining Out|Food & Dining|Coffee and a pastry at a local bakery
1479|Restaurants, Take away and Dining Out|Food & Dining|Ordered groceries for home-cooking
1480|Restaurants, Take away and Dining Out|Food & Dining|Ordered a birthday cake from a bakery
1481|Restaurants, Take away and Dining Out|Food & Dining|Family style dinner
1482|Restaurants, Take away and Dining Out|Food & Dining|Business lunch at a high-end restaurant
1483|Restaurants, Take away and Dining Out|Food & Dining|Casual dinner with colleagues
1484|Restaurants, Take away and Dining Out|Food & Dining|Ordered a large amount of food for a party
1485|Restaurants, Take away and Dining Out|Food & Dining|Food delivery from a local restaurant
1486|Restaurants, Take away and Dining Out|Food & Dining|Romantic dinner at a fine dining establishment
1487|Restaurants, Take away and Dining Out|Food & Dining|Gourmet burger and beer
1488|Restaurants, Take away and Dining Out|Food & Dining|Quick bite before a show
1489|Restaurants, Take away and Dining Out|Food & Dining|Celebratory dinner out
1490|Restaurants, Take away and Dining Out|Food & Dining|Home cooked dinner but bought most things
1491|Restaurants, Take away and Dining Out|Food & Dining|Pizza from a local pizzeria
1492|Restaurants, Take away and Dining Out|Food & Dining|Fast food for a late-night snack
1493|Restaurants, Take away and Dining Out|Food & Dining|Sandwich from a nearby deli
1494|Restaurants, Take away and Dining Out|Food & Dining|Salad and soup for a healthy lunch
1495|Restaurants, Take away and Dining Out|Food & Dining|Breakfast at a hotel
1496|Restaurants, Take away and Dining Out|Food & Dining|Brunch buffet
1497|Restaurants, Take away and Dining Out|Food & Dining|Cheap eats
1498|Restaurants, Take away and Dining Out|Food & Dining|Expensive meal for a special occasion
1499|Restaurants, Take away and Dining Out|Food & Dining|Dinner with friends after work
1500|Restaurants, Take away and Dining Out|Food & Dining|Casual Friday dinner
1501|Restaurants, Take away and Dining Out|Food & Dining|Restaurant meal with client
1502|Restaurants, Take away and Dining Out|Food & Dining|Take-out from favorite Chinese restaurant
1503|Restaurants, Take away and Dining Out|Food & Dining|Dinner party with catering
1504|Restaurants, Take away and Dining Out|Food & Dining|Lunch with family
1505|Restaurants, Take away and Dining Out|Food & Dining|Afternoon coffee date
1506|Restaurants, Take away and Dining Out|Food & Dining|Take-away coffee
1507|Restaurants, Take away and Dining Out|Food & Dining|Restaurant week deals
1508|Restaurants, Take away and Dining Out|Food & Dining|Food delivery service
1509|Restaurants, Take away and Dining Out|Food & Dining|Catering for an office event
1510|Restaurants, Take away and Dining Out|Food & Dining|Dinner at a family-friendly restaurant
1511|Restaurants, Take away and Dining Out|Food & Dining|Lunch at a cafe near my house
1512|Restaurants, Take away and Dining Out|Food & Dining|Breakfast sandwich from a local cafe
1513|Restaurants, Take away and Dining Out|Food & Dining|Coffee break
1514|Restaurants, Take away and Dining Out|Food & Dining|Meal prep, store bought ingredients
1515|Restaurants, Take away and Dining Out|Food & Dining|Picnic in the park
1516|Restaurants, Take away and Dining Out|Food & Dining|Fast food drive through
1517|Restaurants, Take away and Dining Out|Food & Dining|Dinner at a neighborhood restaurant
1518|Restaurants, Take away and Dining Out|Food & Dining|Quick lunch near office
1519|Restaurants, Take away and Dining Out|Food & Dining|Weekend brunch
1520|Restaurants, Take away and Dining Out|Food & Dining|Dinner party at home
1521|Restaurants, Take away and Dining Out|Food & Dining|Birthday dinner
1522|Restaurants, Take away and Dining Out|Food & Dining|Ordered food online
1523|Restaurants, Take away and Dining Out|Food & Dining|Lunch from a nearby cafe
1524|Restaurants, Take away and Dining Out|Food & Dining|Grabbed a quick bite
1525|Restaurants, Take away and Dining Out|Food & Dining|Fast food fix
1526|Restaurants, Take away and Dining Out|Food & Dining|Dinner at a trendy new restaurant
1527|Restaurants, Take away and Dining Out|Food & Dining|Afternoon snack
1528|Restaurants, Take away and Dining Out|Food & Dining|Cheap dinner option
1529|Restaurants, Take away and Dining Out|Food & Dining|Restaurant for a special occasion
1530|Restaurants, Take away and Dining Out|Food & Dining|Quick lunch option
1531|Fuel/Gasoline|Transportation|gas
1532|Fuel/Gasoline|Transportation|petrol
1533|Fuel/Gasoline|Transportation|unleaded gasoline
1534|Fuel/Gasoline|Transportation|premium gas
1535|Fuel/Gasoline|Transportation|95 octane
1536|Fuel/Gasoline|Transportation|fill up
1537|Fuel/Gasoline|Transportation|gas station
1538|Fuel/Gasoline|Transportation|fuel
1539|Fuel/Gasoline|Transportation|petroleum
1540|Fuel/Gasoline|Transportation|gasoline
1541|Fuel/Gasoline|Transportation|Shell gas
1542|Fuel/Gasoline|Transportation|BP gas
1543|Fuel/Gasoline|Transportation|Chevron gas
1544|Fuel/Gasoline|Transportation|Mobil gas
1545|Fuel/Gasoline|Transportation|Exxon gas
1546|Fuel/Gasoline|Transportation|76 gas
1547|Fuel/Gasoline|Transportation|Marathon gas
1548|Fuel/Gasoline|Transportation|QuickTrip gas
1549|Fuel/Gasoline|Transportation|Wawa gas
1550|Fuel/Gasoline|Transportation|Gulf gas
1551|Fuel/Gasoline|Transportation|ConocoPhillips gas
1552|Fuel/Gasoline|Transportation|Phillips 66 gas
1553|Fuel/Gasoline|Transportation|7-Eleven gas
1554|Fuel/Gasoline|Transportation|Circle K gas
1555|Fuel/Gasoline|Transportation|Shell V-Power
1556|Fuel/Gasoline|Transportation|BP Ultimate
1557|Fuel/Gasoline|Transportation|Chevron with Techron
1558|Fuel/Gasoline|Transportation|Mobil Supreme
1559|Fuel/Gasoline|Transportation|Exxon Mobil Synergy
1560|Fuel/Gasoline|Transportation|full tank
1561|Fuel/Gasoline|Transportation|top off
1562|Fuel/Gasoline|Transportation|need gas
1563|Fuel/Gasoline|Transportation|running on empty
1564|Fuel/Gasoline|Transportation|low fuel
1565|Fuel/Gasoline|Transportation|empty tank
1566|Fuel/Gasoline|Transportation|gasoline purchase
1567|Fuel/Gasoline|Transportation|fuel purchase
1568|Fuel/Gasoline|Transportation|petrol purchase
1569|Fuel/Gasoline|Transportation|gas fill up
1570|Fuel/Gasoline|Transportation|petrol fill up
1571|Fuel/Gasoline|Transportation|fuel fill up
1572|Fuel/Gasoline|Transportation|gas for the car
1573|Fuel/Gasoline|Transportation|petrol for the car
